sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Bomarea edulis	-43.669722	-19.9775	2011	TAMEIRAO	5211	gbif
Bomarea edulis	-40.97275	-3.676361	2011	GONZALEZ	9	gbif
Bomarea edulis	-75.653611	-10.183611	2011	ANGELA	7	gbif
Bomarea edulis	-99.795555	18.916111	2011	RODRIGUEZ-BARQUET	170	gbif
Bomarea edulis	-40.506389	-11.169722	2011	ROQUE	3015	gbif
Bomarea edulis	-35.675	-8.401389	2011	JOSINALDO	513	gbif
Bomarea edulis	-100.116833	19.116444	2011	LEDESMA	1861	gbif
Bomarea edulis	-87.83333	13.26667	2011	RODRIGUEZ		gbif
Bomarea edulis	-67.435944	6.005917	2011	CORDOBA	6735	gbif
Bomarea edulis	-36.430556	-9.254167	2011	ARAUJO	1824	gbif
Bomarea edulis	-51.916944	-27.1375	2011	MEYER	76	gbif
Bomarea edulis	-52.281667	-25.246389	2011	DURIGON	835	gbif
Bomarea edulis	-50.723333	-24.111389	2011	ADENESKY-FILHO	166	gbif
Bomarea edulis	-50.723333	-24.111389	2011	ADENESKY-FILHO	166	gbif
Bomarea edulis	-46.386778	-21.977278	2011	MOTA	2473	gbif
Bomarea edulis	-58.308861	-16.361333	2010	MORAIS	285	gbif
Bomarea edulis	-49.049722	-27.54	2010	STIVAL-SANTOS	1554	gbif
Bomarea edulis	-52.526667	-13.97	2010	ZANATTA	241	gbif
Bomarea edulis	-49.049444	-27.630278	2010	STIVAL-SANTOS	1617	gbif
Bomarea edulis	-41.845556	-20.419444	2010	MARTINS	165	gbif
Bomarea edulis	-37.1854	-10.4529	2010	MONTEIRO	81	gbif
Bomarea edulis	-38.11	-10.423	2010	FERREIRA	121	gbif
Bomarea edulis	-89.6	13.68333	2010	GALAN		gbif
Bomarea edulis	-37.484	-10.4418	2010	CARREGOSA	89	gbif
Bomarea edulis	-37.39	-10.5502	2010	SANTOS	286	gbif
Bomarea edulis	-37.39	-10.5502	2010	SANTOS	343	gbif
Bomarea edulis	-101.372778	19.649167	2010	GUADALUPE	3616	gbif
Bomarea edulis	-89.45	14.26667	2010	MONTERROSA		gbif
Bomarea edulis	-35.553611	-7.630833	2010	PONTES	594	gbif
Bomarea edulis	-49.283333	-26.374444	2010	VERDI	5774	gbif
Bomarea edulis	-49.313889	-26.331111	2010	VERDI	5823	gbif
Bomarea edulis	-48.508056	-27.451111	2010	KORTE	5597	gbif
Bomarea edulis	-53.013111	-24.611611	2009	SEKINE	101	gbif
Bomarea edulis	-53.235833	-26.9975	2009	VERDI	1756	gbif
Bomarea edulis	-50.156667	-6.032778	2009	GIORNI	239	gbif
Bomarea edulis	-46.681722	-0.915222	2009	OLIVEIRA	156	gbif
Bomarea edulis	-86.6475	13.298889	2009	STEVENS	28448	gbif
Bomarea edulis	-92.993972	16.919722	2009	J. M. M.		gbif
Bomarea edulis	-36.043056	-8.448056	2009	SOBRAL-LEITE	958	gbif
Bomarea edulis	-85.623611	10.177778	2009	HAMMEL	25275	gbif
Bomarea edulis	-85.623611	10.177778	2009	HAMMEL		gbif
Bomarea edulis	-85.623611	10.177778	2009	HAMMEL		gbif
Bomarea edulis	-85.623611	10.177778	2009	HAMMEL		gbif
Bomarea edulis	-93.133578	16.944069	2009	A. L. C.		gbif
Bomarea edulis	-46.875453	-22.440495	2009	GOMES	803	gbif
Bomarea edulis	-55.21553	-9.66731	2008	SASAKI	1846	gbif
Bomarea edulis	-49.228611	-26.098889	2008	DREVECK	138	gbif
Bomarea edulis	-55.1256	-9.4002	2008	SASAKI	1846	gbif
Bomarea edulis	-55.22	-9.67	2008	ZAPPI	1846	gbif
Bomarea edulis	-52.313056	-24.106611	2008	CAXAMBU	2032	gbif
Bomarea edulis	-43.871111	-20.171389	2008	ECHTERNACHT	1613	gbif
Bomarea edulis	-37.116667	-7.833333	2008	GADELHA	2324	gbif
Bomarea edulis	-36	-8	2008	GADELHA	2349	gbif
Bomarea edulis	-38.980917	-4.258889	2008	GOMES	1271	gbif
Bomarea edulis	-89.08333	14.36667	2008	RODRIGUEZ		gbif
Bomarea edulis	-36.785	-9.001667	2008	MARCONDES	3478	gbif
Bomarea edulis	-36.785	-9.001667	2008	MARCONDES	3644	gbif
Bomarea edulis	-52.064722	-27.223889	2008	GASPER	1967	gbif
Bomarea edulis	-51.526111	-27.32	2008	VERDI	994	gbif
Bomarea edulis	-51.389444	-27.135555	2008	GASPER	1935	gbif
Bomarea edulis	-55.918889	-9.584167	2007	SASAKI	1398	gbif
Bomarea edulis	-48.744167	-23.533611	2007	SANTOS	17	gbif
Bomarea edulis	-55.92	-9.58	2007	PIVA	1398	gbif
Bomarea edulis	-76.660972	1.183944	2007	HERNANDEZ	2536	gbif
Bomarea edulis	-67.871389	-9.928889	2007	BRASIL	204	gbif
Bomarea edulis	-37.344861	-10.756444	2007	LUCENA	1819	gbif
Bomarea edulis	-96.819778	17.754917	2007	IROSAS		gbif
Bomarea edulis	-40.112333	-10.475281	2007	SANTO	62	gbif
Bomarea edulis	-93.982806	16.7755	2007	G. Y. P. L		gbif
Bomarea edulis	-36.010278	-8.391389	2007	GOMES	425	gbif
Bomarea edulis	-36.010444	-8.391583	2007	GOMES	425	gbif
Bomarea edulis	-46.680944	-0.915917	2007	MEHLIG	410	gbif
Bomarea edulis	-35.843944	-8.381944	2007	SOBRAL-LEITE	442	gbif
Bomarea edulis	-37.253	-10.4107	2007	NASCIMENTO	103	gbif
Bomarea edulis	-48.536944	-26.298055	2007	STIVAL-SANTOS	650	gbif
Bomarea edulis	-45.058333	-23.541667	2007	ZIPPARRO	2282	gbif
Bomarea edulis	-46.935778	-23.230444	2007	LOMBARDI	7059	gbif
Bomarea edulis	-68.6569	-9.0656	2006	LOMBARDI	6318	gbif
Bomarea edulis	-68.693833	-9.146889	2006	LOMBARDI	6318	gbif
Bomarea edulis	-35.0218	-6.1615	2006	OLIVEIRA	1722	gbif
Bomarea edulis	-35.993889	-8.040278	2006	COSTA	56	gbif
Bomarea edulis	-37.4175	-10.035278	2006	AMORIM	5	gbif
Bomarea edulis	-37.361111	-10.739167	2006	SCHMIDT	253	gbif
Bomarea edulis	-37.4175	-10.035278	2006	AMORIM	5	gbif
Bomarea edulis	-88.98583	13.89444	2006	MENJIVAR		gbif
Bomarea edulis	-37.87	-9.981944	2006	COSTA	107	gbif
Bomarea edulis	-37.001667	-8.434167	2006	BOCAGE	73426	gbif
Bomarea edulis	-37	-8.5	2006	BOCAGE	1198	gbif
Bomarea edulis	-97.037444	17.650861	2006	MAYALA		gbif
Bomarea edulis	-45.064912	-23.435126	2006	RAMOS	102	gbif
Bomarea edulis	-47.880278	-18.151389	2005	RIZZO	28052	gbif
Bomarea edulis	-43.365333	-19.892556	2005	FERREIRA	72	gbif
Bomarea edulis	-42.873333	-22.288889	2005	PAULA	745	gbif
Bomarea edulis	-49.119444	-16.571139	2005	FONSECA	29476	gbif
Bomarea edulis	-46.675194	-0.912861	2005	MEHLIG	154	gbif
Bomarea edulis	-65.65555	-17.00138	2005	TERAN	535	gbif
Bomarea edulis	-39.434	-12.142	2005	COUTO	70	gbif
Bomarea edulis	-89.63333	13.86666	2005	RODRIGUEZ	43	gbif
Bomarea edulis	-89.63333	13.86667	2005	RODRIGUEZ		gbif
Bomarea edulis	-35.023558	-6.374122	2005	LOURENCO	71	gbif
Bomarea edulis	-93.145722	16.903417	2005	L. F. M. J.		gbif
Bomarea edulis	-93.583611	16.208611	2004	ALBERTO		gbif
Bomarea edulis	-40.514833	-15.811167	2004	THOMAS	13631	gbif
Bomarea edulis	-64.70277	-17.83833	2004	PATZI	447	gbif
Bomarea edulis	-43.483333	-21.933333	2004	FORZZA	3003	gbif
Bomarea edulis	-75.43527	-10.44	2004	ROJAS	2778	gbif
Bomarea edulis	-96.058194	17.225639	2004	CHAVEZ		gbif
Bomarea edulis	-46.67	-0.926667	2004	NASCIMENTO	177	gbif
Bomarea edulis	-84.30142	9.904089	2004	SOLANO		gbif
Bomarea edulis	-97.104167	17.713889	2004	OTELLEZ		gbif
Bomarea edulis	175.043	-39.9275	2004	BELL		gbif
Bomarea edulis	175.043	-39.9275	2004	BELL		gbif
Bomarea edulis	175.043	-39.9275	2004	BELL		gbif
Bomarea edulis	175.043	-39.9275	2004	BELL		gbif
Bomarea edulis	-90.92	14.52444	2004	CALDERON	80	gbif
Bomarea edulis	-96.806944	17.562639	2004	OTELLEZ		gbif
Bomarea edulis	-96.727028	17.550694	2004	OTELLEZ		gbif
Bomarea edulis	-51.3	-27.656389	2004	LUDTKE	337	gbif
Bomarea edulis	-44.15	-23.133333	2003	LOMBARDI	4979	gbif
Bomarea edulis	-45.663611	-20.251389	2003	MELO	383	gbif
Bomarea edulis	-65.38333	-24.01666	2003	MORRONE	4380	gbif
Bomarea edulis	-75.21666	-10.25	2003	MONTEAGUDO	4910	gbif
Bomarea edulis	-56.458333	3.15	2003	HERRERA	10093	gbif
Bomarea edulis	-36.788444	-9.006583	2003	SIQUEIRA-FILHO	1356	gbif
Bomarea edulis	-36.788444	-9.006583	2003	SIQUEIRA	1356	gbif
Bomarea edulis	-70.17	9.22	2003	STERGIOS	20662	gbif
Bomarea edulis	-47.997778	-5.874444	2003	SALLES	2827	gbif
Bomarea edulis	-104.275	19.566667	2003	MONTANO		gbif
Bomarea edulis	-93.76805	16.31138	2002	ALVARADO-CARDENAS	443	gbif
Bomarea edulis	-93.61083	16.13805	2002	ALVARADO-CARDENAS	262	gbif
Bomarea edulis	-93.557778	16.228056	2002	CARDENAS		gbif
Bomarea edulis	-94.087778	16.461111	2002	CARDENAS		gbif
Bomarea edulis	-93.592222	16.2425	2002	CARDENAS		gbif
Bomarea edulis	-93.768056	16.311389	2002	CARDENAS		gbif
Bomarea edulis	-93.592222	16.2425	2002	CARDENAS		gbif
Bomarea edulis	-93.610833	16.138056	2002	CARDENAS		gbif
Bomarea edulis	-101.69583	19.555	2002	ZAMUDIO		gbif
Bomarea edulis	-93.250556	15.917222	2002	J. P. V. H.		gbif
Bomarea edulis	-93.602222	16.164167	2002	CARDENAS		gbif
Bomarea edulis	-67.855833	-16.303333	2002	FORZZA	2374	gbif
Bomarea edulis	-50.174444	-29.480833	2001			gbif
Bomarea edulis	-85.61666	13.51666	2001	RUEDA	15479	gbif
Bomarea edulis	-40.85	-5.083333	2001	SOBRINHO	4	gbif
Bomarea edulis	-35.669233	-7.013717	2001	LORENZI	2797	gbif
Bomarea edulis	-76.63056	1.16625	2001	GUERRERO	18	gbif
Bomarea edulis	-36.904667	-8.946028	2000	CABRAL	141	gbif
Bomarea edulis	-54.205	-26.91638	2000	KELLER	134	gbif
Bomarea edulis	-54.21666	-26.85	2000	DEGINANI	1587	gbif
Bomarea edulis	-89.98333	13.81667	2000	ROSALES		gbif
Bomarea edulis	-89.98333	13.81666	2000	ROSALES	1084	gbif
Bomarea edulis	-89.98333	13.81667	2000	ROSALES		gbif
Bomarea edulis	-89.98333	13.81666	2000	ROSALES	1280	gbif
Bomarea edulis	-89.98333	13.81667	2000	ROSALES		gbif
Bomarea edulis	-85.425852	11.002567	2000	CALIXTO		gbif
Bomarea edulis	-100.217639	17.513333	2000	RAMIRO		gbif
Bomarea edulis	-85.425852	11.002567	2000	CALIXTO		gbif
Bomarea edulis	-99.898583	17.724222	2000	CASTREJON		gbif
Bomarea edulis	-89.98333	13.81666	2000	ROSALES	1547	gbif
Bomarea edulis	-89.98333	13.81667	2000	ROSALES		gbif
Bomarea edulis	-76.64694	1.19361	2000	CARDENAS	12159	gbif
Bomarea edulis	-84.216667	9.736111	2000	FRANCISCO		gbif
Bomarea edulis	-48.900994	-23.967625	2000	PRATA	1130	gbif
Bomarea edulis	-40.6075	-19.931389	1999	KOLLMANN	1816	gbif
Bomarea edulis	-46.369167	-22.474444	1999	STEHMANN	2431	gbif
Bomarea edulis	-70.1769	-9.1303	1999	DALY	10026	gbif
Bomarea edulis	-38.0605	-7.5018	1999	SILVA	47	gbif
Bomarea edulis	-100.133333	17.466667	1999	PEREZ		gbif
Bomarea edulis	-103.205556	21.340833	1999	BALLEZA		gbif
Bomarea edulis	-84.191667	9.788889	1999	FRANCISCO		gbif
Bomarea edulis	-99.696667	17.549167	1999	CEJA		gbif
Bomarea edulis	-103.221944	21.35	1999	BALLEZA		gbif
Bomarea edulis	-84.191667	9.788889	1999	FRANCISCO		gbif
Bomarea edulis	-84.19166	9.78888	1999	MORALES	6583	gbif
Bomarea edulis	-100.165556	17.464722	1999	DOMINGUEZ		gbif
Bomarea edulis	-35.691389	-6.963333	1999	BARBOSA	1842	gbif
Bomarea edulis	-56.82694	4.77638	1998	MILLER	9422	gbif
Bomarea edulis	-103.221944	21.35	1998	BALLEZA		gbif
Bomarea edulis	-98.340556	20.381389	1998	GARCIA		gbif
Bomarea edulis	-103.225278	21.354722	1998	BALLEZA		gbif
Bomarea edulis	-84.23111	9.71527	1998	MORALES	6635	gbif
Bomarea edulis	-84.231111	9.715278	1998	FRANCISCO		gbif
Bomarea edulis	-84.188889	9.797222	1998	FRANCISCO		gbif
Bomarea edulis	-97.2	16.712222	1998	GUIZAR		gbif
Bomarea edulis	-97.170556	16.613611	1998	GUIZAR		gbif
Bomarea edulis	-97.2	16.712222	1998	GUIZAR		gbif
Bomarea edulis	-84.188889	9.797222	1998	FRANCISCO		gbif
Bomarea edulis	-84.23	9.71	1998	MORALES		gbif
Bomarea edulis	-97.2	16.712222	1998	GUIZAR		gbif
Bomarea edulis	-84.231111	9.715278	1998	FRANCISCO		gbif
Bomarea edulis	-99.2025	20.889167	1998	GARCIA		gbif
Bomarea edulis	-84.231111	9.715278	1998	FRANCISCO		gbif
Bomarea edulis	-84.188889	9.797222	1998	FRANCISCO		gbif
Bomarea edulis	-104.307222	19.607778	1998	GUZMAN		gbif
Bomarea edulis	-99.556944	18.504167	1998	CALONICO		gbif
Bomarea edulis	-99.709167	18.486944	1998	CALONICO		gbif
Bomarea edulis	-99.840833	17.603056	1998	CALONICO		gbif
Bomarea edulis	-97.093333	16.8	1998	MIRANDA		gbif
Bomarea edulis	-99.840833	17.603056	1998	CALONICO		gbif
Bomarea edulis	-76.66667	1.15	1998	CARDENAS	9587	gbif
Bomarea edulis	-97.405	20.011667	1998	CONTRERAS		gbif
Bomarea edulis	-76.66667	1.15	1998	CARDENAS	9587	gbif
Bomarea edulis	-65.46666	-24.06666	1998	MORRONE	3275	gbif
Bomarea edulis	-61.49777	-14.54305	1997	GUILLEN	250	gbif
Bomarea edulis	-61.49666	-14.54472	1997	SANCHEZ	468	gbif
Bomarea edulis	-44.254722	-15.140278	1997	LOMBARDI	1810	gbif
Bomarea edulis	-99.880556	17.55	1997	RAMIRO		gbif
Bomarea edulis	-59.3706	2.19944	1997	CLARKE	5128	gbif
Bomarea edulis	-98.270833	20.291111	1997	GARCIA		gbif
Bomarea edulis	-35.033333	-7.833333	1997	BARACHO	652	gbif
Bomarea edulis	-99.661111	18.556389	1997	CALONICO		gbif
Bomarea edulis	-103.641667	19.475	1997	GUZMAN		gbif
Bomarea edulis	-63.02	-17.6917	1997	NEE	47565	gbif
Bomarea edulis	-49.1304	-24.1913	1997	TOREZAN	646	gbif
Bomarea edulis	-49.939	-24.1628	1997	TOREZAN	546	gbif
Bomarea edulis	-49.134	-24.1913	1997	TOREZAN	646	gbif
Bomarea edulis	-49.0939	-24.1628	1997	TOREZAN	546	gbif
Bomarea edulis	-54.18333	-26.7	1997	MULGURA	1824	gbif
Bomarea edulis	-78.5	-5.36666	1996	VASQUEZ	20845	gbif
Bomarea edulis	-60.99138	-15.15555	1996	GUILLEN	4344	gbif
Bomarea edulis	-98.697222	20.759167	1996	SAUCEDO		gbif
Bomarea edulis	-98.697222	20.759167	1996	SAUCEDO		gbif
Bomarea edulis	-84.572222	9.808333	1996	JIMENEZ		gbif
Bomarea edulis	-90.741944	17.915278	1996	CRESCENCIO		gbif
Bomarea edulis	-98.707222	20.761944	1996	SAUCEDO		gbif
Bomarea edulis	-103.171667	21.211667	1996	ENRIQUEZ		gbif
Bomarea edulis	-98.707222	20.761944	1996	SAUCEDO		gbif
Bomarea edulis	-102.116667	19.42	1996	GARCIA		gbif
Bomarea edulis	-102.3668463	19.35061114	1996	GARCIA		gbif
Bomarea edulis	-103.171667	21.211667	1996	ENRIQUEZ		gbif
Bomarea edulis	-103.171667	21.211667	1996	ENRIQUEZ		gbif
Bomarea edulis	-67.63	-9.75	1995	FIGUEIREDO	594	gbif
Bomarea edulis	-64.916667	-23.666667	1995	DEGINANI	843	gbif
Bomarea edulis	-79.76833	0.325	1995	PALACIOS	13672	gbif
Bomarea edulis	-54.2	-25.68333	1995	FERNANDO	5265	gbif
Bomarea edulis	-61.83916	-16.54583	1995	JARDIM	1938	gbif
Bomarea edulis	-61.84638	-16.52027	1995	FABIANA	458	gbif
Bomarea edulis	-45.0137	-22.2903	1995	GOLDENBERG	52	gbif
Bomarea edulis	-61.03138	-14.77083	1995	GUILLEN	3389	gbif
Bomarea edulis	-61.84638	-16.52027	1995	FABIANA	823	gbif
Bomarea edulis	-84.179167	9.783333	1995	FRANCISCO		gbif
Bomarea edulis	-84.636111	9.883333	1995	HAMMEL		gbif
Bomarea edulis	-84.63	9.88	1995	HAMMEL	19931	gbif
Bomarea edulis	-89.93333	13.81667	1995	CASTILLO		gbif
Bomarea edulis	-59.65	3.3	1995	JANSEN-JACOBS	4459	gbif
Bomarea edulis	-59.65	3.3	1995	JANSEN-JACOBS	4459	gbif
Bomarea edulis	-89.93333	13.81666	1995	CASTILLO		gbif
Bomarea edulis	-89.93333	13.81667	1995	CASTILLO		gbif
Bomarea edulis	-89.93333	13.81666	1995	CASTILLO		gbif
Bomarea edulis	-97.593056	16.935	1995	CEJA		gbif
Bomarea edulis	-36	-8.31	1995	OLIVEIRA	64	gbif
Bomarea edulis	-83.244445	9.275	1995	REINALDO		gbif
Bomarea edulis	-89.93333	13.81666	1995	SANDOVAL	168	gbif
Bomarea edulis	-35.816667	-8.2	1995	OLIVEIRA	98	gbif
Bomarea edulis	-89.93333	13.81667	1995	SANDOVAL		gbif
Bomarea edulis	-105.001389	21.476667	1994	CALZADA		gbif
Bomarea edulis	-83.736112	10.643889	1994	ARAYA		gbif
Bomarea edulis	-105.001389	21.476667	1994	CALZADA		gbif
Bomarea edulis	-88.785	14.507222	1994	DAVIDSE	35297	gbif
Bomarea edulis	-88.225278	14.311944	1994	DAVIDSE	35220	gbif
Bomarea edulis	-84.60833	10.025	1994	FERNANDEZ	1375	gbif
Bomarea edulis	-59.3	2.45	1994	HENKEL	3922	gbif
Bomarea edulis	-36	-8.31	1994	SALES	202	gbif
Bomarea edulis	-36	-8.31	1994	RODAL	225	gbif
Bomarea edulis	-99.241667	23.058333	1994	HERNANDEZ		gbif
Bomarea edulis	-99.241667	23.058333	1994	HERNANDEZ		gbif
Bomarea edulis	-84.608333	10.025	1994	FERNANDEZ		gbif
Bomarea edulis	-36	-8.31	1994	SALES	202	gbif
Bomarea edulis	-89.93333	13.81667	1994	MANGANDI		gbif
Bomarea edulis	-84.6	9.75	1994	ALVERSON		gbif
Bomarea edulis	-85.350556	9.885833	1994	ESTRADA		gbif
Bomarea edulis	-85.35	9.88	1994	ESTRADA	192	gbif
Bomarea edulis	-89.93333	13.81667	1994	LOPEZ		gbif
Bomarea edulis	-36	-8.31	1994	SALES	294	gbif
Bomarea edulis	-85.35	9.88	1994	ESTRADA		gbif
Bomarea edulis	-89.93333	13.81667	1994	CHINCHILLA		gbif
Bomarea edulis	-89.93333	13.81666	1994	MANGANDI		gbif
Bomarea edulis	-89.93333	13.81667	1994	GUERRERO		gbif
Bomarea edulis	-89.93333	13.81666	1994	GUERRERO	403	gbif
Bomarea edulis	-104.955	21.387222	1994	GABRIEL		gbif
Bomarea edulis	-104.95611	21.38833	1994	GABRIEL	4176	gbif
Bomarea edulis	-104.956111	21.388333	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.95611	21.38833	1994	GABRIEL	4082	gbif
Bomarea edulis	-104.975	21.502778	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.976667	21.503611	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.956111	21.388333	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.956111	21.388333	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.956111	21.388333	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.976667	21.503611	1994	FLORES-FRANCO		gbif
Bomarea edulis	-104.956111	21.388333	1994	GABRIEL		gbif
Bomarea edulis	-104.975	21.502778	1994	FLORES-FRANCO		gbif
Bomarea edulis	-88.879883	17.020131	1994	MARTIN		gbif
Bomarea edulis	-89.88333	16.99166	1994	WALLNOFER	9665	gbif
Bomarea edulis	-89.88055	17.02138	1994	WALLNOFER	9588	gbif
Bomarea edulis	-83.18	8.93	1993	AGUILAR		gbif
Bomarea edulis	-87.85	14.15	1993	LIESNER	26532	gbif
Bomarea edulis	-89.93333	13.81666	1993	SANDOVAL	1366	gbif
Bomarea edulis	-89.93333	13.81667	1993	SANDOVAL		gbif
Bomarea edulis	-85.593056	10.961111	1993	VILLALOBOS		gbif
Bomarea edulis	-101.428333	19.895	1993	SILVA-SAENZ		gbif
Bomarea edulis	-103.374444	20.671667	1993	CHAZARO		gbif
Bomarea edulis	-85.427778	10.990556	1993	LOPEZ		gbif
Bomarea edulis	-85.42	10.99	1993	LOPEZ		gbif
Bomarea edulis	-85.42	10.99	1993	LOPEZ	91	gbif
Bomarea edulis	-104.938889	21.388889	1993	CALZADA		gbif
Bomarea edulis	-104.938889	21.388889	1993	CALZADA		gbif
Bomarea edulis	-104.96666	21.5	1993	GABRIEL	3153	gbif
Bomarea edulis	-104.97	21.514722	1993	FLORES-FRANCO		gbif
Bomarea edulis	-104.938889	21.388889	1993	CALZADA		gbif
Bomarea edulis	-104.966667	21.5	1993	FLORES-FRANCO		gbif
Bomarea edulis	-104.97	21.514722	1993	FLORES-FRANCO		gbif
Bomarea edulis	-72.72	-8.97	1992	DALY	7387	gbif
Bomarea edulis	-64.46666	-24.3	1992	CABRERA	34868	gbif
Bomarea edulis	-98.575278	20.640556	1992	LOPEZ		gbif
Bomarea edulis	-99.458333	20.725	1992	HUERTA		gbif
Bomarea edulis	-98.725	20.575	1992	LOPEZ		gbif
Bomarea edulis	-89.93333	13.81667	1992	SANDOVAL		gbif
Bomarea edulis	-101.428333	19.895	1992	SILVA-SAENZ		gbif
Bomarea edulis	-103.168333	21.163333	1992	ENRIQUEZ		gbif
Bomarea edulis	-101.428333	19.895	1992	SILVA-SAENZ		gbif
Bomarea edulis	-101.428333	19.895	1992	SILVA-SAENZ		gbif
Bomarea edulis	-103.993889	20.341667	1992	GUERRERO		gbif
Bomarea edulis	-105.001389	21.476667	1992	GONZALEZ-FLORES		gbif
Bomarea edulis	-98.575278	20.640556	1992	LOPEZ		gbif
Bomarea edulis	-105.001389	21.476667	1992	GONZALEZ-FLORES		gbif
Bomarea edulis	-92.341667	16.876389	1991	BRETT		gbif
Bomarea edulis	-92.341669	16.876389	1991	BRETT		gbif
Bomarea edulis	-99.483333	21.066667	1991	CARRANZA		gbif
Bomarea edulis	-92.922778	16.752778	1991	MAYFIELD		gbif
Bomarea edulis	-89.933333	13.816667	1991	LOPEZ	24	gbif
Bomarea edulis	-89.93333	13.81667	1991	LOPEZ		gbif
Bomarea edulis	-83.18	8.93	1991	ESPINOZA		gbif
Bomarea edulis	-85.311111	10.783333	1991	GERARDO		gbif
Bomarea edulis	-97.391667	18.691667	1991	TENORIO		gbif
Bomarea edulis	-97.175	17.791667	1991	SALINAS		gbif
Bomarea edulis	-104.625	22.258333	1991	RODRIGUEZ		gbif
Bomarea edulis	-97.391667	18.691667	1991	TENORIO		gbif
Bomarea edulis	-91.833061	17.209169	1991	BRETT		gbif
Bomarea edulis	-93.641667	16.925	1991	OCHOA-GAONA		gbif
Bomarea edulis	-96.766944	19.356111	1991	CASTILLO-CAMPOS		gbif
Bomarea edulis	-104.968611	21.512222	1990	FLORES-FRANCO		gbif
Bomarea edulis	-104.968611	21.512222	1990	FLORES-FRANCO		gbif
Bomarea edulis	-104.264444	19.587778	1990	GUZMAN		gbif
Bomarea edulis	-96.708333	17.868611	1990	FERRARI		gbif
Bomarea edulis	-97.091667	18.275	1990	TENORIO		gbif
Bomarea edulis	-102.303333	19.446667	1990	PEREZ		gbif
Bomarea edulis	-85.48	10.95	1990	CARBALLO		gbif
Bomarea edulis	-89.93333	13.81667	1990	SERMENO		gbif
Bomarea edulis	-97.125	17.741667	1990	SALINAS		gbif
Bomarea edulis	-89.93333	13.81666	1990	SERMENO	231	gbif
Bomarea edulis	-103.984444	19.530556	1990	HERNANDEZ		gbif
Bomarea edulis	-96.858333	19.408333	1990	ZAMORA		gbif
Bomarea edulis	-97.358333	18.858333	1990	TENORIO		gbif
Bomarea edulis	-99.933333	18.883333	1990	ESPEJO		gbif
Bomarea edulis	-85.40833	11.03333	1990	PETRONA	70	gbif
Bomarea edulis	-85.4	11.03	1990	RIOS		gbif
Bomarea edulis	-95.593056	16.2675	1990	RAMIREZ		gbif
Bomarea edulis	-92.8	16.733333	1990	FLORES		gbif
Bomarea edulis	-92.8	16.733333	1990	FLORES		gbif
Bomarea edulis	-92.8	16.733333	1990	FLORES		gbif
Bomarea edulis	-92.8	16.733333	1990	FLORES		gbif
Bomarea edulis	-63.02	-18.03	1989	NEE	37641	gbif
Bomarea edulis	-92.555556	15.169722	1989	ROJAS		gbif
Bomarea edulis	-99.5	20.95	1989	RUBIO		gbif
Bomarea edulis	-59.4167	3.025	1989	GILLESPIE	1890	gbif
Bomarea edulis	-99.341667	21.258333	1989	CARRANZA		gbif
Bomarea edulis	-74.06666	10.98333	1989	MADRINAN	506	gbif
Bomarea edulis	-99.190833	21.151111	1989	CARRANZA		gbif
Bomarea edulis	-99.866944	18.85	1989	ESPEJO		gbif
Bomarea edulis	-99.083611	19.016667	1989	FLORES		gbif
Bomarea edulis	-104.658333	22.241667	1989	OSWALDO		gbif
Bomarea edulis	-99.083611	19.016667	1989	FLORES		gbif
Bomarea edulis	-101.525	17.7	1989	GALLARDO		gbif
Bomarea edulis	-99.15	19.016944	1989	BARROSO		gbif
Bomarea edulis	-100.433333	19.366667	1989	TORRES		gbif
Bomarea edulis	-104.968611	21.512222	1989	TENORIO-LEZAMA		gbif
Bomarea edulis	-105.008056	21.465278	1989	TENORIO-LEZAMA		gbif
Bomarea edulis	-104.968611	21.512222	1989	TENORIO-LEZAMA		gbif
Bomarea edulis	-105.008056	21.465278	1989	TENORIO-LEZAMA		gbif
Bomarea edulis	-91.711667	16.101667	1988	ESPEJO		gbif
Bomarea edulis	-104.997778	21.481389	1988	TELLEZ-VALDES		gbif
Bomarea edulis	-104.997778	21.481389	1988	TELLEZ-VALDES		gbif
Bomarea edulis	-64.283333	-21.416666	1988	EHRICH		gbif
Bomarea edulis	-104.989167	21.500278	1988	GONZALEZ-FLORES		gbif
Bomarea edulis	-104.989167	21.500278	1988	GONZALEZ-FLORES		gbif
Bomarea edulis	-96.35	17.61666	1988	RICARDO	302	gbif
Bomarea edulis	-96.95	16.33333	1988	CAMPOS	2225	gbif
Bomarea edulis	-73.83333	2.5	1988	CALLEJAS	7155	gbif
Bomarea edulis	-73.77312	2.22152	1988	CALLEJAS	7155	gbif
Bomarea edulis	-73.7261	2.18639	1988	CALLEJAS	7155	gbif
Bomarea edulis	-96.958333	16.241667	1988	CAMPOS		gbif
Bomarea edulis	-93.12	16.91	1988	REYES-GARCIA	879	gbif
Bomarea edulis	-59.333333	3.75	1988	MAAS	7186	gbif
Bomarea edulis	-91.833061	17.209169	1988	CRUZ		gbif
